0,n02119789,None,kit fox,Vulpes macrotis,,,,,,,,
642,n02279972,None,monarch,monarch butterfly,milkweed butterfly,Danaus plexippus,,,,,,
643,n02280649,None,cabbage butterfly,,,,,,,,,
644,n02281406,None,sulphur butterfly,sulfur butterfly,,,,,,,,
645,n02281787,None,lycaenid,lycaenid butterfly,,,,,,,,
646,n01910747,None,jellyfish,,,,,,,,,
647,n01914609,None,sea anemone,anemone,,,,,,,,
648,n01917289,None,brain coral,,,,,,,,,
649,n01924916,None,flatworm,platyhelminth,,,,,,,,
650,n01930112,None,nematode,nematode worm,roundworm,,,,,,,
651,n01943899,None,conch,,,,,,,,,
652,n01944390,None,snail,,,,,,,,,
653,n01945685,None,slug,,,,,,,,,
654,n01950731,None,sea slug,nudibranch,,,,,,,,
655,n01955084,None,chiton,coat-of-mail shell,sea cradle,polyplacophore,,,,,,
656,n02319095,None,sea urchin,,,,,,,,,
657,n02321529,None,sea cucumber,holothurian,,,,,,,,
658,n03584829,None,iron,smoothing iron,,,,,,,,
659,n03297495,None,espresso maker,,,,,,,,,
660,n03761084,microwave,microwave,microwave oven,,,,,,,,
661,n03259280,oven,Dutch oven,,,,,,,,,
662,n04111531,oven,rotisserie,,,,,,,,,
663,n04442312,toaster,toaster,,,,,,,,,
664,n04542943,None,waffle iron,,,,,,,,,
665,n04517823,None,vacuum,vacuum cleaner,,,,,,,,
666,n03207941,None,dishwasher,dish washer,dishwashing machine,,,,,,,
667,n04070727,refrigerator,refrigerator,icebox,,,,,,,,
668,n04554684,None,washer,automatic washer,washing machine,,,,,,,
669,n03133878,None,Crock Pot,,,,,,,,,
670,n03400231,None,frying pan,frypan,skillet,,,,,,,
671,n04596742,None,wok,,,,,,,,,
672,n02939185,None,caldron,cauldron,,,,,,,,
673,n03063689,None,coffeepot,,,,,,,,,
674,n04398044,None,teapot,,,,,,,,,
675,n04270147,None,spatula,,,,,,,,,
676,n02699494,None,altar,,,,,,,,,
677,n04486054,None,triumphal arch,,,,,,,,,
678,n03899768,None,patio,terrace,,,,,,,,
679,n04311004,None,steel arch bridge,,,,,,,,,
680,n04366367,None,suspension bridge,,,,,,,,,
681,n04532670,None,viaduct,,,,,,,,,
682,n02793495,None,barn,,,,,,,,,
683,n03457902,None,greenhouse,nursery,glasshouse,,,,,,,
684,n03877845,None,palace,,,,,,,,,
685,n03781244,None,monastery,,,,,,,,,
686,n03661043,None,library,,,,,,,,,
687,n02727426,None,apiary,bee house,,,,,,,,
688,n02859443,None,boathouse,,,,,,,,,
689,n03028079,None,church,church building,,,,,,,,
690,n03788195,None,mosque,,,,,,,,,
691,n04346328,None,stupa,tope,,,,,,,,
692,n03956157,None,planetarium,,,,,,,,,
693,n04081281,None,restaurant,eating house,eating place,eatery,,,,,,
694,n03032252,None,cinema,movie theater,movie theatre,movie house,picture palace,,,,,
695,n03529860,None,home theater,home theatre,,,,,,,,
696,n03697007,None,lumbermill,sawmill,,,,,,,,
697,n03065424,None,coil,spiral,volute,whorl,helix,,,,,
698,n03837869,None,obelisk,,,,,,,,,
699,n04458633,None,totem pole,,,,,,,,,
700,n02980441,None,castle,,,,,,,,,
701,n04005630,None,prison,prison house,,,,,,,,
702,n03461385,None,grocery store,grocery,food market,market,,,,,,
703,n02776631,None,bakery,bakeshop,bakehouse,,,,,,,
704,n02791270,None,barbershop,,,,,,,,,
705,n02871525,None,bookshop,bookstore,bookstall,,,,,,,
706,n02927161,None,butcher shop,meat market,,,,,,,,
707,n03089624,None,confectionery,confectionary,candy store,,,,,,,
708,n04200800,None,shoe shop,shoe-shop,shoe store,,,,,,,
709,n04443257,None,tobacco shop,tobacconist shop,tobacconist,,,,,,,
710,n04462240,None,toyshop,,,,,,,,,
711,n03388043,None,fountain,,,,,,,,,
712,n03042490,None,cliff dwelling,,,,,,,,,
713,n04613696,None,yurt,,,,,,,,,
714,n03216828,None,dock,dockage,docking facility,,,,,,,
715,n02892201,None,brass,memorial tablet,plaque,,,,,,,
716,n03743016,None,megalith,megalithic structure,,,,,,,,
717,n02788148,None,bannister,banister,balustrade,balusters,handrail,,,,,
718,n02894605,None,breakwater,groin,groyne,mole,bulwark,seawall,jetty,,,
719,n03160309,None,dam,dike,dyke,,,,,,,
720,n03000134,None,chainlink fence,,,,,,,,,
721,n03930313,None,picket fence,paling,,,,,,,,
722,n04604644,None,worm fence,snake fence,snake-rail fence,Virginia fence,,,,,,
723,n04326547,None,stone wall,,,,,,,,,
724,n03459775,None,grille,radiator grille,,,,,,,,
725,n04239074,None,sliding door,,,,,,,,,
726,n04501370,None,turnstile,,,,,,,,,
727,n03792972,None,mountain tent,,,,,,,,,
728,n04149813,None,scoreboard,,,,,,,,,
729,n03530642,None,honeycomb,,,,,,,,,
730,n03961711,None,plate rack,,,,,,,,,
731,n03903868,None,pedestal,plinth,footstall,,,,,,,
732,n02814860,None,beacon,lighthouse,beacon light,pharos,,,,,,
733,n07711569,None,mashed potato,,,,,,,,,
734,n07720875,None,bell pepper,,,,,,,,,
735,n07714571,None,head cabbage,,,,,,,,,
736,n07714990,broccoli,broccoli,,,,,,,,,
737,n07715103,None,cauliflower,,,,,,,,,
738,n07716358,None,zucchini,courgette,,,,,,,,
739,n07716906,None,spaghetti squash,,,,,,,,,
740,n07717410,None,acorn squash,,,,,,,,,
741,n07717556,None,butternut squash,,,,,,,,,
742,n07718472,None,cucumber,cuke,,,,,,,,
743,n07718747,None,artichoke,globe artichoke,,,,,,,,
744,n07730033,None,cardoon,,,,,,,,,
745,n07734744,None,mushroom,,,,,,,,,
746,n04209239,None,shower curtain,,,,,,,,,
747,n03594734,None,jean,blue jean,denim,,,,,,,
748,n02971356,None,carton,,,,,,,,,
749,n03485794,None,handkerchief,hankie,hanky,hankey,,,,,,
750,n04133789,None,sandal,,,,,,,,,
751,n02747177,None,ashcan,trash can,garbage can,wastebin,ash bin,ash-bin,ashbin,dustbin,trash barrel,trash bin
752,n04125021,None,safe,,,,,,,,,
753,n07579787,None,plate,,,,,,,,,
754,n03814906,None,necklace,,,,,,,,,
755,n03134739,None,croquet ball,,,,,,,,,
756,n03404251,None,fur coat,,,,,,,,,
757,n04423845,None,thimble,,,,,,,,,
758,n03877472,None,pajama,pyjama,pj's,jammies,,,,,,
759,n04120489,None,running shoe,,,,,,,,,
760,n03062245,None,cocktail shaker,,,,,,,,,
761,n03014705,None,chest,,,,,,,,,
762,n03717622,None,manhole cover,,,,,,,,,
763,n03777754,None,modem,,,,,,,,,
764,n04493381,None,tub,vat,,,,,,,,
765,n04476259,None,tray,,,,,,,,,
766,n02777292,None,balance beam,beam,,,,,,,,
767,n07693725,None,bagel,beigel,,,,,,,,
768,n03998194,None,prayer rug,prayer mat,,,,,,,,
769,n03617480,None,kimono,,,,,,,,,
770,n07590611,None,hot pot,hotpot,,,,,,,,
771,n04579145,bottle,whiskey jug,,,,,,,,,
772,n03623198,None,knee pad,,,,,,,,,
773,n07248320,None,book jacket,dust cover,dust jacket,dust wrapper,,,,,,
774,n04277352,None,spindle,,,,,,,,,
775,n04229816,None,ski mask,,,,,,,,,
776,n02823428,bottle,beer bottle,,,,,,,,,
777,n03127747,None,crash helmet,,,,,,,,,
778,n02877765,None,bottlecap,,,,,,,,,
779,n04435653,None,tile roof,,,,,,,,,
780,n03724870,None,mask,,,,,,,,,
781,n03710637,None,maillot,,,,,,,,,
782,n03920288,None,Petri dish,,,,,,,,,
783,n03379051,None,football helmet,,,,,,,,,
784,n02807133,None,bathing cap,swimming cap,,,,,,,,
785,n04399382,None,teddy,teddy bear,,,,,,,,
786,n03527444,None,holster,,,,,,,,,
787,n03983396,bottle,pop bottle,soda bottle,,,,,,,,
788,n03924679,None,photocopier,,,,,,,,,
789,n04532106,None,vestment,,,,,,,,,
790,n06785654,None,crossword puzzle,crossword,,,,,,,,
791,n03445777,None,golf ball,,,,,,,,,
792,n07613480,None,trifle,,,,,,,,,
793,n04350905,None,suit,suit of clothes,,,,,,,,
794,n04562935,None,water tower,,,,,,,,,
795,n03325584,None,feather boa,boa,,,,,,,,
796,n03045698,None,cloak,,,,,,,,,
797,n07892512,None,red wine,,,,,,,,,
798,n03250847,None,drumstick,,,,,,,,,
799,n04192698,None,shield,buckler,,,,,,,,
800,n03026506,None,Christmas stocking,,,,,,,,,
801,n03534580,None,hoopskirt,crinoline,,,,,,,,
802,n07565083,None,menu,,,,,,,,,
803,n04296562,None,stage,,,,,,,,,
804,n02869837,None,bonnet,poke bonnet,,,,,,,,
805,n07871810,None,meat loaf,meatloaf,,,,,,,,
806,n02799071,None,baseball,,,,,,,,,
807,n03314780,None,face powder,,,,,,,,,
808,n04141327,None,scabbard,,,,,,,,,
809,n04357314,None,sunscreen,sunblock,sun blocker,,,,,,,
810,n02823750,None,beer glass,,,,,,,,,
811,n13052670,None,hen-of-the-woods,hen of the woods,Polyporus frondosus,Grifola frondosa,,,,,,
812,n07583066,None,guacamole,,,,,,,,,
813,n03637318,None,lampshade,lamp shade,,,,,,,,
814,n04599235,None,wool,woolen,woollen,,,,,,,
815,n07802026,None,hay,,,,,,,,,
816,n02883205,None,bow tie,bow-tie,bowtie,,,,,,,
817,n03709823,None,mailbag,postbag,,,,,,,,
818,n04560804,bottle,water jug,,,,,,,,,
819,n02909870,None,bucket,pail,,,,,,,,
820,n03207743,None,dishrag,dishcloth,,,,,,,,
821,n04263257,bowl,soup bowl,,,,,,,,,
822,n07932039,None,eggnog,,,,,,,,,
823,n03786901,None,mortar,,,,,,,,,
824,n04479046,None,trench coat,,,,,,,,,
825,n03873416,None,paddle,boat paddle,,,,,,,,
826,n02999410,None,chain,,,,,,,,,
827,n04367480,None,swab,swob,mop,,,,,,,
828,n03775546,bowl,mixing bowl,,,,,,,,,
829,n07875152,None,potpie,,,,,,,,,
830,n04591713,bottle,wine bottle,,,,,,,,,
831,n04201297,None,shoji,,,,,,,,,
832,n02916936,None,bulletproof vest,,,,,,,,,
833,n03240683,None,drilling platform,offshore rig,,,,,,,,
834,n02840245,None,binder,ring-binder,,,,,,,,
835,n02963159,None,cardigan,,,,,,,,,
836,n04370456,None,sweatshirt,,,,,,,,,
837,n03991062,None,pot,flowerpot,,,,,,,,
838,n02843684,None,birdhouse,,,,,,,,,
839,n03482405,None,hamper,,,,,,,,,
840,n03942813,None,ping-pong ball,,,,,,,,,
841,n03908618,None,pencil box,pencil case,,,,,,,,
842,n03902125,None,pay-phone,pay-station,,,,,,,,
843,n07584110,None,consomme,,,,,,,,,
844,n02730930,None,apron,,,,,,,,,
845,n04023962,None,punching bag,punch bag,punching ball,punchball,,,,,,
846,n02769748,backpack,backpack,back pack,knapsack,packsack,rucksack,haversack,,,,
847,n10148035,person,groom,bridegroom,,,,,,,,
848,n02817516,None,bearskin,busby,shako,,,,,,,
849,n03908714,None,pencil sharpener,,,,,,,,,
850,n02906734,None,broom,,,,,,,,,
851,n03788365,None,mosquito net,,,,,,,,,
852,n02667093,None,abaya,,,,,,,,,
853,n03787032,None,mortarboard,,,,,,,,,
854,n03980874,None,poncho,,,,,,,,,
855,n03141823,None,crutch,,,,,,,,,
856,n03976467,None,Polaroid camera,Polaroid Land camera,,,,,,,,
857,n04264628,None,space bar,,,,,,,,,
858,n07930864,cup,cup,,,,,,,,,
859,n04039381,None,racket,racquet,,,,,,,,
860,n06874185,traffic_light,traffic light,traffic signal,stoplight,,,,,,,
861,n04033901,None,quill,quill pen,,,,,,,,
862,n04041544,None,radio,wireless,,,,,,,,
863,n07860988,None,dough,,,,,,,,,
864,n03146219,None,cuirass,,,,,,,,,
865,n03763968,None,military uniform,,,,,,,,,
866,n03676483,None,lipstick,lip rouge,,,,,,,,
867,n04209133,None,shower cap,,,,,,,,,
868,n03782006,person,monitor,,,,,,,,,
869,n03857828,None,oscilloscope,scope,cathode-ray oscilloscope,CRO,,,,,,
870,n03775071,None,mitten,,,,,,,,,
871,n02892767,None,brassiere,bra,bandeau,,,,,,,
872,n07684084,None,French loaf,,,,,,,,,
873,n04522168,vase,vase,,,,,,,,,
874,n03764736,None,milk can,,,,,,,,,
875,n04118538,None,rugby ball,,,,,,,,,
876,n03887697,None,paper towel,,,,,,,,,
877,n13044778,None,earthstar,,,,,,,,,
878,n03291819,None,envelope,,,,,,,,,
879,n03770439,None,miniskirt,mini,,,,,,,,
880,n03124170,None,cowboy hat,ten-gallon hat,,,,,,,,
881,n04487081,bus,trolleybus,trolley coach,trackless trolley,,,,,,,
882,n03916031,None,perfume,essence,,,,,,,,
883,n02808440,None,bathtub,bathing tub,bath,tub,,,,,,
884,n07697537,sandwich,hotdog,hot dog,red hot,,,,,,,
885,n12985857,None,coral fungus,,,,,,,,,
886,n02917067,train,bullet train,bullet,,,,,,,,
887,n03938244,None,pillow,,,,,,,,,
888,n15075141,None,toilet tissue,toilet paper,bathroom tissue,,,,,,,
889,n02978881,None,cassette,,,,,,,,,
890,n02966687,None,carpenter's kit,tool kit,,,,,,,,
891,n03633091,None,ladle,,,,,,,,,
892,n13040303,None,stinkhorn,carrion fungus,,,,,,,,
893,n03690938,None,lotion,,,,,,,,,
894,n03476991,None,hair spray,,,,,,,,,
895,n02669723,None,academic gown,academic robe,judge's robe,,,,,,,
896,n03220513,None,dome,,,,,,,,,
897,n03127925,None,crate,,,,,,,,,
898,n04584207,None,wig,,,,,,,,,
899,n07880968,None,burrito,,,,,,,,,
900,n03937543,bottle,pill bottle,,,,,,,,,
901,n03000247,None,chain mail,ring mail,mail,chain armor,chain armour,ring armor,ring armour,,,
902,n04418357,None,theater curtain,theatre curtain,,,,,,,,
903,n04590129,None,window shade,,,,,,,,,
904,n02795169,None,barrel,cask,,,,,,,,
905,n04553703,None,washbasin,handbasin,washbowl,lavabo,wash-hand basin,,,,,
906,n02783161,None,ballpoint,ballpoint pen,ballpen,Biro,,,,,,
907,n02802426,None,basketball,,,,,,,,,
908,n02808304,None,bath towel,,,,,,,,,
909,n03124043,None,cowboy boot,,,,,,,,,
910,n03450230,None,gown,,,,,,,,,
911,n04589890,None,window screen,,,,,,,,,
912,n12998815,None,agaric,,,,,,,,,
913,n02992529,None,cellular telephone,cellular phone,cellphone,cell,mobile phone,,,,,
914,n03825788,None,nipple,,,,,,,,,
915,n02790996,None,barbell,,,,,,,,,
916,n03710193,None,mailbox,letter box,,,,,,,,
917,n03630383,None,lab coat,laboratory coat,,,,,,,,
918,n03347037,None,fire screen,fireguard,,,,,,,,
919,n03769881,bus,minibus,,,,,,,,,
920,n03871628,None,packet,,,,,,,,,
921,n03733281,None,maze,labyrinth,,,,,,,,
922,n03976657,None,pole,,,,,,,,,
923,n03535780,None,horizontal bar,high bar,,,,,,,,
924,n04259630,None,sombrero,,,,,,,,,
925,n03929855,None,pickelhaube,,,,,,,,,
926,n04049303,None,rain barrel,,,,,,,,,
927,n04548362,None,wallet,billfold,notecase,pocketbook,,,,,,
928,n02979186,None,cassette player,,,,,,,,,
929,n06596364,None,comic book,,,,,,,,,
930,n03935335,None,piggy bank,penny bank,,,,,,,,
931,n06794110,None,street sign,,,,,,,,,
932,n02825657,None,bell cote,bell cot,,,,,,,,
933,n03388183,None,fountain pen,,,,,,,,,
934,n04591157,None,Windsor tie,,,,,,,,,
935,n04540053,None,volleyball,,,,,,,,,
936,n03866082,None,overskirt,,,,,,,,,
937,n04136333,None,sarong,,,,,,,,,
938,n04026417,None,purse,,,,,,,,,
939,n02865351,None,bolo tie,bolo,bola tie,bola,,,,,,
940,n02834397,None,bib,,,,,,,,,
941,n03888257,None,parachute,chute,,,,,,,,
942,n04235860,None,sleeping bag,,,,,,,,,
943,n04404412,None,television,television system,,,,,,,,
944,n04371430,None,swimming trunks,bathing trunks,,,,,,,,
945,n03733805,None,measuring cup,,,,,,,,,
946,n07920052,None,espresso,,,,,,,,,
947,n07873807,pizza,pizza,pizza pie,,,,,,,,
948,n02895154,None,breastplate,aegis,egis,,,,,,,
949,n04204238,None,shopping basket,,,,,,,,,
950,n04597913,None,wooden spoon,,,,,,,,,
951,n04131690,None,saltshaker,salt shaker,,,,,,,,
952,n07836838,None,chocolate sauce,chocolate syrup,,,,,,,,
953,n09835506,person,ballplayer,baseball player,,,,,,,,
954,n03443371,None,goblet,,,,,,,,,
955,n13037406,None,gyromitra,,,,,,,,,
956,n04336792,None,stretcher,,,,,,,,,
957,n04557648,bottle,water bottle,,,,,,,,,
958,n03187595,None,dial telephone,dial phone,,,,,,,,
959,n04254120,None,soap dispenser,,,,,,,,,
960,n03595614,None,jersey,T-shirt,tee shirt,,,,,,,
961,n04146614,bus,school bus,,,,,,,,,
962,n03598930,None,jigsaw puzzle,,,,,,,,,
963,n03958227,None,plastic bag,,,,,,,,,
964,n04069434,None,reflex camera,,,,,,,,,
965,n03188531,None,diaper,nappy,napkin,,,,,,,
966,n02786058,None,Band Aid,,,,,,,,,
967,n07615774,None,ice lolly,lolly,lollipop,popsicle,,,,,,
968,n04525038,None,velvet,,,,,,,,,
969,n04409515,None,tennis ball,,,,,,,,,
970,n03424325,None,gasmask,respirator,gas helmet,,,,,,,
971,n03223299,None,doormat,welcome mat,,,,,,,,
972,n03680355,person,Loafer,,,,,,,,,
973,n07614500,None,ice cream,icecream,,,,,,,,
974,n07695742,None,pretzel,,,,,,,,,
975,n04033995,None,quilt,comforter,comfort,puff,,,,,,
976,n03710721,None,maillot,tank suit,,,,,,,,
977,n04392985,None,tape player,,,,,,,,,
978,n03047690,None,clog,geta,patten,sabot,,,,,,
979,n03584254,None,iPod,,,,,,,,,
980,n13054560,None,bolete,,,,,,,,,
981,n10565667,person,scuba diver,,,,,,,,,
982,n03950228,None,pitcher,ewer,,,,,,,,
983,n03729826,None,matchstick,,,,,,,,,
984,n02837789,None,bikini,two-piece,,,,,,,,
985,n04254777,None,sock,,,,,,,,,
986,n02988304,None,CD player,,,,,,,,,
987,n03657121,None,lens cap,lens cover,,,,,,,,
988,n04417672,None,thatch,thatched roof,,,,,,,,
989,n04523525,None,vault,,,,,,,,,
990,n02815834,None,beaker,,,,,,,,,
991,n09229709,None,bubble,,,,,,,,,
992,n07697313,sandwich,cheeseburger,,,,,,,,,
993,n03888605,None,parallel bars,bars,,,,,,,,
994,n03355925,None,flagpole,flagstaff,,,,,,,,
995,n03063599,None,coffee mug,,,,,,,,,
996,n04116512,None,rubber eraser,rubber,pencil eraser,,,,,,,
997,n04325704,None,stole,,,,,,,,,
998,n07831146,None,carbonara,,,,,,,,,
999,n03255030,None,dumbbell,,,,,,,,,
